,Datetime Event Began,Datetime of Restoration,Area Affected,State Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,State Avg Temp (F),State Avg Windspeed (mph),State Avg Precipitation (mm),State Daily Energy Demand (MWh)
143,2020-08-10 12:38:00,,Iowa:,Iowa,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Severe Weather,1400.0,250000.0,74.16499999999999,7.539668823529411,4.182513661202186,70105
144,2020-08-10 10:00:00,,"Iowa: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; Illinois: Rock Island County, Henry County, Mercer County;",Illinois,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,950.0,300000.0,79.28,8.008102,3.625212464589235,77306
145,2020-08-13 13:51:00,2020-08-13 16:27:00,Texas: El Paso County;,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,218.0,57060.0,,,0.7155,86317
146,2020-08-14 18:36:00,2020-08-14 20:42:00,California:,California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,560.0,220000.0,80.95633898305084,2.6842799999999998,0.03380884450784594,41330
147,2020-08-14 16:39:00,2020-08-14 17:42:00,Louisiana: St. Charles Parish;,Louisiana,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,101.0,12671.0,83.51272727272728,4.503625333333333,9.786,
148,2020-08-14 17:15:00,2020-08-15 21:00:00,California:,California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,1120.0,,80.95633898305084,2.6842799999999998,0.03380884450784594,41330
149,2020-08-14 18:45:00,2020-08-14 21:12:00,"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,1419.0,132000.0,80.95633898305084,2.6842799999999998,0.03380884450784594,41330
150,2020-08-15 18:25:00,2020-08-15 19:44:00,California:,California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,459.0,220000.0,82.79010033444817,4.883898333333333,0.07922077922077922,45778
151,2020-08-15 14:53:00,2020-08-15 20:00:00,California:,California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,795.0,,82.79010033444817,4.883898333333333,0.07922077922077922,45778
152,2020-08-15 15:00:00,2020-08-15 19:45:00,"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,200.0,70000.0,82.79010033444817,4.883898333333333,0.07922077922077922,45778
153,2020-08-16 03:44:00,2020-08-17 14:18:00,California:,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,409.0,124266.0,81.49176056338028,2.01321,0.31876750700280115,43656
154,2020-08-17 08:21:00,2020-08-17 09:01:00,California: Yuba County;,California,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,2.0,2.0,80.19,1.78952,0.41577464788732393,42310
155,2020-08-18 14:44:00,2020-08-18 15:14:00,"Texas: Culberson County, Reeves County;",Texas,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,205.0,238.0,,,1.1106,78672
156,2020-08-19 01:27:00,2020-08-19 03:03:00,Ohio: Trumbull County;,Ohio,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,22.0,16107.0,66.56,5.1697244444444435,1.5668181818181819,76527
157,2020-08-20 15:29:00,2020-08-20 15:39:00,Nebraska: Custer County;,Nebraska,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,60.0,,76.93076923076923,8.630705833333334,0.14793261868300153,9963
158,2020-08-27 05:00:00,2020-09-03 12:00:00,Louisiana:,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200.0,50000.0,77.756,16.508322,51.81028571428571,
159,2020-08-27 07:00:00,2020-08-30 19:00:00,Louisiana: Rapides Parish;,Louisiana,SERC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Severe Weather,48.0,,77.756,16.508322,51.81028571428571,
160,2020-08-27 12:06:00,2020-08-27 22:49:00,Texas:,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,581.0,,,,3.5088,75555
