,Datetime Event Began,State Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,State Avg Temp (F),State Avg Windspeed (mph),State Avg Precipitation (mm),Monthly Net Energy for Load (GWh),Monthly Peak Hour Demand (MW),State Avg Snowfall (mm)
157,2020-08-20 15:29:00,Nebraska,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission / Distribution Interruption,60.0,0.0,76.93076923076923,8.630705833333334,0.1479326186830015,91637.90342516002,172043.74683000002,0.0
158,2020-08-27 05:00:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200.0,50000.0,77.756,16.508322,51.81028571428571,89197.0,169793.0,0.0
159,2020-08-27 07:00:00,Louisiana,SERC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Severe Weather,48.0,0.0,77.756,16.508322,51.81028571428571,89197.0,169793.0,0.0
160,2020-08-27 12:06:00,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,581.0,0.0,83.04702702702703,6.259591833333333,3.5088,40846.568051986,74375.846176,0.0
161,2020-08-27 12:02:00,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,573.0,0.0,83.04702702702703,6.259591833333333,3.5088,40846.568051986,74375.846176,0.0
162,2020-08-27 17:11:00,Connecticut,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,100.0,60687.0,68.18,4.772053333333333,1.3577922077922078,52973.06089615703,102340.16553431137,0.0
163,2020-08-27 13:24:00,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,208.0,0.0,83.04702702702703,6.259591833333333,3.5088,40846.568051986,74375.846176,0.0
164,2020-08-27 12:06:00,Texas,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,350.0,0.0,83.04702702702703,6.259591833333333,3.5088,40846.568051986,74375.846176,0.0
165,2020-08-27 06:00:00,Virginia,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,2900.0,0.0,79.6723076923077,8.127403333333334,0.2760095011876484,73815.0,141039.0,0.0
166,2020-09-05 17:25:00,California,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,100.0,20000.0,81.49819397993312,3.653603333333333,0.0011494252873563,75328.87818172389,159368.07909342065,0.0
167,2020-09-07 22:40:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Transmission / Distribution Interruption,610.0,172000.0,81.0548322147651,5.36856,0.0004322766570605,75328.87818172389,159368.07909342065,0.0
168,2020-09-07 09:13:00,Washington,WECC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Severe Weather,80.0,21000.0,59.06728971962617,11.552506129032258,0.0094517958412098,75328.87818172389,159368.07909342065,0.0
169,2020-09-07 19:05:00,Oregon,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,2859.0,103000.0,64.47514563106796,10.4776396,0.0042158516020236,75328.87818172389,159368.07909342065,0.0
